title,artist,album,language_id,scaled_vectorized_features_str
211 - und der Jadekönig - Teil 10,Die drei ???,211/und der Jadekönig,4.0,"4.7360016279140975,1.549928423737028,-4.970511224631761,9.555707358748512,0.9315777031758278,0.0,2.8857144100493004,4.095435839751849,0.5539812409984995"
211 - und der Jadekönig - Teil 11,Die drei ???,211/und der Jadekönig,4.0,"4.091957450491714,1.3278203007092921,-5.200591637388722,9.525242829443256,1.3610038563126405,0.0,2.793169633050635,3.25968598536603,0.5539812409984995"
211 - und der Jadekönig - Teil 12,Die drei ???,211/und der Jadekönig,4.0,"4.0073859928503905,1.5064724866229058,-6.07860282789756,9.047965203660919,1.0181555566308302,0.0,2.1663890979233087,3.533445065563346,0.5539812409984995"
211 - und der Jadekönig - Teil 13,Die drei ???,211/und der Jadekönig,4.0,"4.078946457008433,1.4002468625661624,-5.3065060581650645,9.464313770832746,0.9973768718016296,0.0,2.8436486023226344,3.097732205947388,0.5539812409984995"
211 - und der Jadekönig - Teil 14,Die drei ???,211/und der Jadekönig,4.0,"4.573364209373091,1.7865218591361383,-5.418780874967139,9.54555251564676,0.571413832803017,0.0,2.157975936377975,2.824112620822784,0.5539812409984995"
211 - und der Jadekönig - Teil 15,Die drei ???,211/und der Jadekönig,4.0,"4.339166326674043,1.1395112398814287,-5.0800206518574305,9.037810360559167,0.35323764209641045,0.0,2.431403686601305,3.467987002693236,0.5539812409984995"
211 - und der Jadekönig - Teil 16,Die drei ???,211/und der Jadekönig,4.0,"4.508309241956689,1.3036781134236686,-5.178745059735117,7.5044290521946335,0.2787806881251083,0.0,2.183215421013975,4.329717814371667,0.5539812409984995"
211 - und der Jadekönig - Teil 17,Die drei ???,211/und der Jadekönig,4.0,"3.688616652510018,1.5161293615371552,-5.736524137296164,7.9309324624682125,0.9835244152488292,0.0,1.9224074131086446,3.719705861402055,0.5539812409984995"
211 - und der Jadekönig - Teil 18,Die drei ???,211/und der Jadekönig,4.0,"3.6235616850936165,1.7334090471077666,-6.267755474923716,5.209434511198711,0.2773954424698283,6.129584411885358E-6,0.7151187313533252,3.779444626290972,0.5539812409984995"
211 - und der Jadekönig - Teil 19,Die drei ???,211/und der Jadekönig,4.0,"4.013891489592031,1.7140952972792678,-4.695078422821745,9.372920182916978,1.7419464115146517,0.0,2.767930148414635,6.168123377643223,0.5539812409984995"
211 - und der Jadekönig - Teil 20,Die drei ???,211/und der Jadekönig,4.0,"3.9358255286923476,1.3229918632521673,-5.571153840627098,8.78393928301537,0.505614664177215,0.0,2.3346523288299736,4.775718435600135,0.5539812409984995"
211 - und der Jadekönig - Teil 21,Die drei ???,211/und der Jadekönig,4.0,"4.196045398357958,1.8154924838788866,-5.031349795312688,8.35743587274179,0.6233605448760186,0.0,1.9560600592899777,4.372473054157897,0.5539812409984995"
211 - und der Jadekönig - Teil 22,Die drei ???,211/und der Jadekönig,4.0,"4.456265268023568,2.0858849814778697,-5.258111740577963,9.687720319071286,0.7584219962658225,0.0,1.7078717937026473,2.328068142258883,0.5539812409984995"
211 - und der Jadekönig - Teil 23,Die drei ???,211/und der Jadekönig,4.0,"3.610550691610336,1.7382374845648914,-5.887790947125561,6.742815819563243,1.3298358290688395,5.976344801588224E-5,2.58704717518997,3.796707141539083,0.5539812409984995"
211 - und der Jadekönig - Teil 24,Die drei ???,211/und der Jadekönig,4.0,"3.7016276459932986,1.1588249897099274,-7.14466050960199,9.494778300138002,0.24795897229512737,0.0,1.5690546282046487,2.7021590535043107,0.5539812409984995"
211 - und der Jadekönig - Teil 25,Die drei ???,211/und der Jadekönig,4.0,"3.9358255286923476,1.168481864624177,-5.41463279060253,6.874828779886018,0.6856965993636204,0.0,1.245147908709319,3.7032454428220376,0.5539812409984995"
